date,event,weight_class,winner,winner_weight,winner_odds,loser,loser_weight,loser_odds,method,rnd,time
"Dec 16, 2023",UFC 296 - Edwards vs. Covington,Welterweight Title Fight,Leon Edwards,170,-148,Colby Covington,169.5,124,Decision (Unanimous),5,5:00
"Dec 16, 2023",UFC 296 - Edwards vs. Covington,Flyweight Title Fight,Alexandre Pantoja,125,-185,Brandon Royval,124.5,154,Decision (Unanimous),5,5:00
"Dec 16, 2023",UFC 296 - Edwards vs. Covington,Welterweight,Shavkat Rakhmonov,171,-550,Stephen Thompson,171,410,Submission (Rear-Naked Choke),2,4:56
"Dec 16, 2023",UFC 296 - Edwards vs. Covington,Lightweight,Paddy Pimblett,155.5,-298,Tony Ferguson,155.5,240,Decision (Unanimous),3,5:00
"Dec 16, 2023",UFC 296 - Edwards vs. Covington,Featherweight,Josh Emmett,146,185,Bryce Mitchell,145.5,-225,KO (Punch),1,1:57
"Dec 16, 2023",UFC 296 - Edwards vs. Covington,Light Heavyweight,Alonzo Menifield,204.5,220,Dustin Jacoby,204.5,-270,Decision (Unanimous),3,5:00
"Dec 16, 2023",UFC 296 - Edwards vs. Covington,Bantamweight,Irene Aldana,136,-205,Karol Rosa,135.5,170,Decision (Unanimous),3,5:00
"Dec 16, 2023",UFC 296 - Edwards vs. Covington,Bantamweight,Cody Garbrandt,136,-198,Brian Kelleher,136,164,KO (Punch),1,3:42
"Dec 16, 2023",UFC 296 - Edwards vs. Covington,Flyweight,Ariane Lipski da Silva,126,164,Casey O'Neill,125,-198,Submission (Armbar),2,1:18
"Dec 16, 2023",UFC 296 - Edwards vs. Covington,Flyweight,Tagir Ulanbekov,126,-170,Cody Durden,126,142,Submission (Face Crank),2,4:25
"Dec 16, 2023",UFC 296 - Edwards vs. Covington,Featherweight,Andre Fili,145.5,-175,Lucas Almeida,146,145,TKO (Punches),1,3:32
"Dec 16, 2023",UFC 296 - Edwards vs. Covington,Heavyweight,Shamil Gaziev,259.5,124,Martin Buday,264.5,-148,TKO (Punches),2,0:56
"Dec 9, 2023",UFC Fight Night 233 - Song vs. Gutierrez,Bantamweight,Yadong Song,136,-380,Chris Gutierrez,136,300,Decision (Unanimous),5,5:00
"Dec 9, 2023",UFC Fight Night 233 - Song vs. Gutierrez,Light Heavyweight,Khalil Rountree,204,-230,Anthony Smith,205.5,190,TKO (Punches),3,0:56
"Dec 9, 2023",UFC Fight Night 233 - Song vs. Gutierrez,Lightweight,Nasrat Haqparast,156,-218,Jamie Mullarkey,156,180,TKO (Punches),1,1:44
"Dec 9, 2023",UFC Fight Night 233 - Song vs. Gutierrez,Bantamweight,Tim Elliott,136,-165,Su Mudaerji,136,135,Technical Submission (Arm-Triangle Choke),1,4:02
"Dec 9, 2023",UFC Fight Night 233 - Song vs. Gutierrez,Middleweight,Andre Muniz,186,170,Jun Yong Park,185.5,-205,Decision (Split),3,5:00
"Dec 9, 2023",UFC Fight Night 233 - Song vs. Gutierrez,Welterweight,Kevin Jousset,170.5,-170,Kenan Song,170.5,142,Decision (Unanimous),3,5:00
"Dec 9, 2023",UFC Fight Night 233 - Song vs. Gutierrez,Flyweight,Hyun Sung Park,126,-425,Shannon Ross,126,330,TKO (Knee and Punches),2,3:59
"Dec 9, 2023",UFC Fight Night 233 - Song vs. Gutierrez,Lightweight,Steve Garcia,155,225,Melquizael Costa,155.5,-275,KO (Elbows),2,1:01
"Dec 9, 2023",UFC Fight Night 233 - Song vs. Gutierrez,139lb Catchweight,Luana Santos,139: Missed Weight,-185,Stephanie Egger,135,154,Decision (Unanimous),3,5:00
"Dec 9, 2023",UFC Fight Night 233 - Song vs. Gutierrez,Flyweight,Tatsuro Taira,125.5,-410,Carlos Hernandez,125,320,TKO (Punches),2,0:55
"Dec 9, 2023",UFC Fight Night 233 - Song vs. Gutierrez,Strawweight,Talita Alencar,116,124,Rayanne dos Santos,115,-148,Decision (Split),3,5:00
"Dec 2, 2023",UFC on ESPN 52 - Dariush vs. Tsarukyan,Lightweight,Arman Tsarukyan,155.5,-278,Beneil Dariush,156,225,KO (Knee and Punches),1,1:04
"Dec 2, 2023",UFC on ESPN 52 - Dariush vs. Tsarukyan,Lightweight,Jalin Turner,156,-245,Bobby Green,155,200,KO (Punches),1,2:49
"Dec 2, 2023",UFC on ESPN 52 - Dariush vs. Tsarukyan,Bantamweight,Deiveson Figueiredo,135,114,Rob Font,135,-135,Decision (Unanimous),3,5:00
"Dec 2, 2023",UFC on ESPN 52 - Dariush vs. Tsarukyan,Welterweight,Sean Brady,170,-130,Kelvin Gastelum,170,110,Submission (Kimura),3,1:43
"Dec 2, 2023",UFC on ESPN 52 - Dariush vs. Tsarukyan,Lightweight,Joaquim Silva,156,-340,Clay Guida,154,270,Decision (Unanimous),3,5:00
"Dec 2, 2023",UFC on ESPN 52 - Dariush vs. Tsarukyan,Middleweight,Dustin Stoltzfus,185.5,220,Punahele Soriano,185.5,-270,Submission (Rear-Naked Choke),2,4:10
"Dec 2, 2023",UFC on ESPN 52 - Dariush vs. Tsarukyan,Bantamweight,Miesha Tate,135.5,130,Julia Avila,135.5,-155,Submission (Face Crank),3,1:15
"Dec 2, 2023",UFC on ESPN 52 - Dariush vs. Tsarukyan,Middleweight,Cody Brundage,185,180,Zachary Reese,185,-218,KO (Slam and Punches),1,1:49
"Dec 2, 2023",UFC on ESPN 52 - Dariush vs. Tsarukyan,Lightweight,Drakkar Klose,155.5,-125,Joe Solecki,155,105,KO (Slam),1,1:41
"Dec 2, 2023",UFC on ESPN 52 - Dariush vs. Tsarukyan,Light Heavyweight,Rodolfo Bellato,205.5,-455,Ihor Potieria,204,350,TKO (Punches),2,4:17
"Dec 2, 2023",UFC on ESPN 52 - Dariush vs. Tsarukyan,Welterweight,Jared Gooden,171,164,Wellington Turman,171,-198,Submission (Rear-Naked Choke),2,1:11
"Dec 2, 2023",UFC on ESPN 52 - Dariush vs. Tsarukyan,Flyweight,Veronica Hardy,125.5,-112,Jamey-Lyn Horth,125.5,-108,Decision (Split),3,5:00
"Nov 18, 2023",UFC Fight Night 232 - Allen vs. Craig,Middleweight,Brendan Allen,186,-410,Paul Craig,186,320,Submission (Rear-Naked Choke),3,0:38
"Nov 18, 2023",UFC Fight Night 232 - Allen vs. Craig,Welterweight,Michael Morales,171,-270,Jake Matthews,170.5,230,Decision (Unanimous),3,5:00
"Nov 18, 2023",UFC Fight Night 232 - Allen vs. Craig,Lightweight,Chase Hooper,155.5,-230,Jordan Leavitt,155.5,190,Submission (Rear-Naked Choke),1,2:58
"Nov 18, 2023",UFC Fight Night 232 - Allen vs. Craig,Bantamweight,Payton Talbott,136,-550,Nick Aguirre,136,410,Submission (Rear-Naked Choke),3,0:58
"Nov 18, 2023",UFC Fight Night 232 - Allen vs. Craig,Strawweight,Amanda Ribas,115.5,-258,Luana Pinheiro,115.5,210,TKO (Spinning Wheel Kick and Punches),3,3:53
"Nov 18, 2023",UFC Fight Night 232 - Allen vs. Craig,Welterweight,Myktybek Orolbai,170,-140,Uros Medic,171,130,Submission (Neck Crank),2,4:12
"Nov 18, 2023",UFC Fight Night 232 - Allen vs. Craig,Featherweight,Joanderson Brito,145,110,Jonathan Pearce,145.5,-130,Submission (Ninja Choke),2,3:54
"Nov 18, 2023",UFC Fight Night 232 - Allen vs. Craig,Bantamweight,Jose Johnson,136,-205,Chad Anheliger,134.5,170,Submission (Rear-Naked Choke),3,4:49
"Nov 18, 2023",UFC Fight Night 232 - Allen vs. Craig,Middleweight,Christian Leroy Duncan,186,-450,Denis Tiuliulin,186,380,TKO (Elbows and Punches),2,4:24
"Nov 18, 2023",UFC Fight Night 232 - Allen vs. Craig,Heavyweight,Mick Parkin,262.5,-345,Caio Machado,250,275,Decision (Unanimous),3,5:00
"Nov 18, 2023",UFC Fight Night 232 - Allen vs. Craig,148lb Catchweight,Jeka Saragih,146,295,Lucas Alexander,148: Missed Weight,-375,KO (Punches),1,1:31
"Nov 18, 2023",UFC Fight Night 232 - Allen vs. Craig,Bantamweight,Ailin Perez,136,-180,Lucie Pudilova,135.5,150,Decision (Unanimous),3,5:00
"Nov 18, 2023",UFC Fight Night 232 - Allen vs. Craig,Lightweight,Trey Ogden,155.5,114,Nikolas Motta,155,-135,No Contest (Premature Stoppage),3,3:11
"Nov 18, 2023",UFC Fight Night 232 - Allen vs. Craig,128lb Catchweight,Rafael Estevam,128: Missed Weight,-125,Charles Johnson,125,105,Decision (Unanimous),3,5:00
"Nov 11, 2023",UFC 295 - Prochazka vs. Pereira,Light Heavyweight Title Fight,Alex Pereira,204,-130,Jiri Prochazka,204.2,110,TKO (Elbows),2,4:08
"Nov 11, 2023",UFC 295 - Prochazka vs. Pereira,Heavyweight Title Fight,Tom Aspinall,261.6,-118,Sergei Pavlovich,259.8,-102,KO (Punches),1,1:09
"Nov 11, 2023",UFC 295 - Prochazka vs. Pereira,Strawweight,Jessica Andrade,116,164,Mackenzie Dern,115.6,-198,TKO (Punches),2,3:15
"Nov 11, 2023",UFC 295 - Prochazka vs. Pereira,Lightweight,Benoit St. Denis,156,-230,Matt Frevola,155.6,190,KO (Head Kick),1,1:31
"Nov 11, 2023",UFC 295 - Prochazka vs. Pereira,Featherweight,Diego Lopes,145.4,100,Pat Sabatini,145.8,-120,KO (Punches),1,1:30
"Nov 11, 2023",UFC 295 - Prochazka vs. Pereira,Flyweight,Steve Erceg,125.6,-166,Alessandro Costa,125.4,140,Decision (Unanimous),3,5:00
"Nov 11, 2023",UFC 295 - Prochazka vs. Pereira,Strawweight,Lupita Godinez,115,-170,Tabatha Ricci,115.4,142,Decision (Split),3,5:00
"Nov 11, 2023",UFC 295 - Prochazka vs. Pereira,158lb Catchweight,Mateusz Rebecki,155.8,-700,Roosevelt Roberts,158: Missed Weight,500,Submission (Armbar),1,3:08
"Nov 11, 2023",UFC 295 - Prochazka vs. Pereira,Lightweight,Viacheslav Borshchev,154.8,114,Nazim Sadykhov,155.6,-135,Draw (Majority),3,5:00
"Nov 11, 2023",UFC 295 - Prochazka vs. Pereira,Lightweight,Jared Gordon,155.6,-198,Mark O. Madsen,155.6,164,TKO (Elbow and Punches),1,4:42
"Nov 11, 2023",UFC 295 - Prochazka vs. Pereira,138lb Catchweight,John Castaneda,137.6,-142,Kyung Ho Kang,138,120,Decision (Unanimous),3,5:00
"Nov 11, 2023",UFC 295 - Prochazka vs. Pereira,Flyweight,Joshua Van,125.8,-218,Kevin Borjas,125.8,180,Decision (Unanimous),3,5:00
"Nov 11, 2023",UFC 295 - Prochazka vs. Pereira,147lb Catchweight,Jamall Emmers,147: Missed Weight,-258,Dennis Buzukja,145.6,210,TKO (Punches),1,0:49
"Nov 4, 2023",UFC Fight Night 231 - Almeida vs. Lewis,Heavyweight,Jailton Almeida,236,-485,Derrick Lewis,265,370,Decision (Unanimous),5,5:00
"Nov 4, 2023",UFC Fight Night 231 - Almeida vs. Lewis,Welterweight,Nicolas Dalby,170.5,455,Gabriel Bonfim,170.5,-625,TKO (Knees and Punches),2,4:33
"Nov 4, 2023",UFC Fight Night 231 - Almeida vs. Lewis,Heavyweight,Rodrigo Nascimento,264,-185,Don'Tale Mayes,264,154,Decision (Unanimous),3,5:00
"Nov 4, 2023",UFC Fight Night 231 - Almeida vs. Lewis,Middleweight,Caio Borralho,186,-265,Abusupiyan Magomedov,185,215,Decision (Unanimous),3,5:00
"Nov 4, 2023",UFC Fight Night 231 - Almeida vs. Lewis,165lb Catchweight,Elves Brener,164,-225,Kaynan Kruschewsky,165,185,KO (Punch),1,4:01
"Nov 4, 2023",UFC Fight Night 231 - Almeida vs. Lewis,Welterweight,Elizeu Zaleski dos Santos,171,285,Rinat Fakhretdinov,170.5,-360,Draw (Majority),3,5:00
"Nov 4, 2023",UFC Fight Night 231 - Almeida vs. Lewis,Light Heavyweight,Vitor Petrino,206,-218,Modestas Bukauskas,205.5,180,KO (Punch),2,1:03
"Nov 4, 2023",UFC Fight Night 231 - Almeida vs. Lewis,Strawweight,Angela Hill,115.5,105,Denise Gomes,115.5,-125,Decision (Unanimous),3,5:00
"Nov 4, 2023",UFC Fight Night 231 - Almeida vs. Lewis,120lb Catchweight,Eduarda Moura,119.5: Missed Weight,-550,Montserrat Ruiz,114,410,TKO (Punches),2,2:14
"Nov 4, 2023",UFC Fight Night 231 - Almeida vs. Lewis,Lightweight,Marc Diakiese,155,-155,Kaue Fernandes,155,130,Decision (Split),3,5:00
"Oct 7, 2023",UFC Fight Night 229 - Dawson vs. Green,Lightweight,Bobby Green,156,300,Grant Dawson,156,-425,KO (Punches),1,0:33
"Oct 7, 2023",UFC Fight Night 229 - Dawson vs. Green,Middleweight,Joe Pyfer,185,-470,Abdul Razak Alhassan,184.5,360,Technical Submission (Arm-Triangle Choke),2,2:05
"Oct 7, 2023",UFC Fight Night 229 - Dawson vs. Green,Welterweight,Joaquin Buckley,170,-175,Alex Morono,170.5,145,Decision (Unanimous),3,5:00
"Oct 7, 2023",UFC Fight Night 229 - Dawson vs. Green,Lightweight,Drew Dober,155.5,-470,Ricky Glenn,155.5,360,TKO (Punches),1,2:36
"Oct 7, 2023",UFC Fight Night 229 - Dawson vs. Green,Featherweight,Bill Algeo,146,-135,Alexander Hernandez,145.5,114,Decision (Unanimous),3,5:00
"Oct 7, 2023",UFC Fight Night 229 - Dawson vs. Green,Strawweight,Karolina Kowalkiewicz,116,-162,Diana Belbita,115.5,136,Decision (Unanimous),3,5:00
"Oct 7, 2023",UFC Fight Night 229 - Dawson vs. Green,Flyweight,Nathan Maness,126,190,Mateus Mendonca,125.5,-230,TKO (Punches),1,4:40
"Oct 7, 2023",UFC Fight Night 229 - Dawson vs. Green,Strawweight,Vanessa Demopoulos,116,270,Kanako Murata,115.5,-340,Decision (Unanimous),3,5:00
"Oct 7, 2023",UFC Fight Night 229 - Dawson vs. Green,Bantamweight,Qileng Aori,136,-112,Johnny Munoz Jr.,136,-108,Decision (Unanimous),3,5:00
"Oct 7, 2023",UFC Fight Night 229 - Dawson vs. Green,Flyweight,J.J. Aldrich,125.5,-102,Montana De La Rosa,126,-118,Decision (Unanimous),3,5:00
"Oct 14, 2023",UFC Fight Night 230 - Yusuff vs. Barboza,Featherweight,Edson Barboza,146,140,Sodiq Yusuff,145.5,-166,Decision (Unanimous),5,5:00
"Oct 14, 2023",UFC Fight Night 230 - Yusuff vs. Barboza,Flyweight,Viviane Araujo,126,110,Jennifer Maia,125,-130,Decision (Unanimous),3,5:00
"Oct 14, 2023",UFC Fight Night 230 - Yusuff vs. Barboza,Bantamweight,Jonathan Martinez,136,-112,Adrian Yanez,135.5,-108,TKO (Leg Kick),2,2:26
"Oct 14, 2023",UFC Fight Night 230 - Yusuff vs. Barboza,Middleweight,Michel Pereira,186,-180,Andre Petroski,186,150,TKO (Punches),1,1:06
"Oct 14, 2023",UFC Fight Night 230 - Yusuff vs. Barboza,140lb Catchweight,Christian Rodriguez,140: Missed Weight,-142,Cameron Saaiman,135.5,120,Decision (Unanimous),3,5:00
"Oct 14, 2023",UFC Fight Night 230 - Yusuff vs. Barboza,Featherweight,Darren Elkins,146,160,T.J. Brown,146,-192,Submission (Rear-Naked Choke),3,2:23
"Oct 14, 2023",UFC Fight Night 230 - Yusuff vs. Barboza,Bantamweight,Tainara Lisboa,133.5,-380,Ravena Oliveira,133,300,Decision (Unanimous),3,5:00
"Oct 14, 2023",UFC Fight Night 230 - Yusuff vs. Barboza,Lightweight,Terrance McKinney,155.5,-450,Brendon Marotte,155.5,300,TKO (Knee and Punches),1,0:20
"Oct 14, 2023",UFC Fight Night 230 - Yusuff vs. Barboza,Bantamweight,Melissa Mullins,135.5,-148,Irina Alekseeva,135,124,Decision (Unanimous),3,5:00
"Oct 14, 2023",UFC Fight Night 230 - Yusuff vs. Barboza,Bantamweight,Chris Gutierrez,136,-250,Heili Alateng,136,200,Decision (Unanimous),3,5:00
"Oct 14, 2023",UFC Fight Night 230 - Yusuff vs. Barboza,Strawweight,Emily Ducote,115.5,-340,Ashley Yoder,115.5,270,Decision (Unanimous),3,5:00
"Oct 21, 2023",UFC 294 - Makhachev vs. Volkanovski 2,Lightweight Title Fight,Islam Makhachev,155,-245,Alexander Volkanovski,154.5,200,KO (Head Kick and Punches),1,3:06
"Oct 21, 2023",UFC 294 - Makhachev vs. Volkanovski 2,Middleweight,Khamzat Chimaev,185.5,-285,Kamaru Usman,184.5,230,Decision (Majority),3,5:00
"Oct 21, 2023",UFC 294 - Makhachev vs. Volkanovski 2,Light Heavyweight,Magomed Ankalaev,206,-355,Johnny Walker,205,280,No Contest (Illegal Knee),1,3:13
"Oct 21, 2023",UFC 294 - Makhachev vs. Volkanovski 2,Middleweight,Ikram Aliskerov,186,-535,Warlley Alves,185.5,410,TKO (Flying Knee and Punches),1,2:07
"Oct 21, 2023",UFC 294 - Makhachev vs. Volkanovski 2,Bantamweight,Said Nurmagomedov,136,-225,Muin Gafurov,135.5,185,Submission (Guillotine Choke),1,1:13
"Oct 21, 2023",UFC 294 - Makhachev vs. Volkanovski 2,Flyweight,Muhammad Mokaev,126,-485,Tim Elliott,126,370,Submission (Arm-Triangle Choke),3,3:03
"Oct 21, 2023",UFC 294 - Makhachev vs. Volkanovski 2,Lightweight,Trevor Peek,155.5,-135,Mohammad Yahya,156,114,Decision (Unanimous),3,5:00
"Oct 21, 2023",UFC 294 - Makhachev vs. Volkanovski 2,Bantamweight,Javid Basharat,136,-535,Victor Henry,136,400,No Contest (Accidental Groin Kick),2,0:15
"Oct 21, 2023",UFC 294 - Makhachev vs. Volkanovski 2,Middleweight,Sedriques Dumas,186,-205,Abu Azaitar,186,170,Decision (Unanimous),3,5:00
"Oct 21, 2023",UFC 294 - Makhachev vs. Volkanovski 2,160lb Catchweight,Mike Breeden,159.5: Missed Weight,245,Anshul Jubli,155.5,-305,KO (Punches),3,3:00
"Oct 21, 2023",UFC 294 - Makhachev vs. Volkanovski 2,Featherweight,Muhammadjon Naimov,145.5,270,Nathaniel Wood,146,-340,Decision (Unanimous),3,5:00
"Oct 21, 2023",UFC 294 - Makhachev vs. Volkanovski 2,117lb Catchweight,Victoria Dudakova,116.6: Missed Weight,-500,Jinh Yu Frey,116,380,Decision (Unanimous),3,5:00
"Oct 21, 2023",UFC 294 - Makhachev vs. Volkanovski 2,Middleweight,Sharabutdin Magomedov,186,-250,Bruno Silva,186,205,Decision (Unanimous),3,5:00
"Sep 23, 2023",UFC Fight Night 228 - Fiziev vs. Gamrot,Lightweight,Mateusz Gamrot,156,130,Rafael Fiziev,156,-155,TKO (Knee Injury),2,2:03
"Sep 23, 2023",UFC Fight Night 228 - Fiziev vs. Gamrot,Featherweight,Bryce Mitchell,146,-205,Dan Ige,146,170,Decision (Unanimous),3,5:00
"Sep 23, 2023",UFC Fight Night 228 - Fiziev vs. Gamrot,Strawweight,Marina Rodriguez,116,-310,Michelle Waterson-Gomez,115.5,250,TKO (Elbows and Punches),2,2:42
"Sep 23, 2023",UFC Fight Night 228 - Fiziev vs. Gamrot,Welterweight,Bryan Battle,171,-175,A.J. Fletcher,170.5,145,Submission (Rear-Naked Choke),2,4:32
"Sep 23, 2023",UFC Fight Night 228 - Fiziev vs. Gamrot,Featherweight,Charles Jourdain,145.5,-135,Ricardo Ramos,146,114,Submission (Guillotine Choke),1,3:12
"Sep 23, 2023",UFC Fight Night 228 - Fiziev vs. Gamrot,Bantamweight,Miles Johns,136,154,Dan Argueta,136,-185,No Contest (Overturned),3,5:00
"Sep 23, 2023",UFC Fight Night 228 - Fiziev vs. Gamrot,Welterweight,Tim Means,171,150,Andre Fialho,171,-180,TKO (Knee and Punches),3,1:15
"Sep 23, 2023",UFC Fight Night 228 - Fiziev vs. Gamrot,Middleweight,Cody Brundage,185,370,Jacob Malkoun,186,-485,Disqualification (Illegal Elbow),1,4:15
"Sep 23, 2023",UFC Fight Night 228 - Fiziev vs. Gamrot,Heavyweight,Mohammed Usman,237,-166,Jake Collier,256.5,140,Decision (Unanimous),3,5:00
"Sep 23, 2023",UFC Fight Night 228 - Fiziev vs. Gamrot,Strawweight,Mizuki Inoue,115.5,-298,Hannah Goldy,115.5,240,Decision (Unanimous),3,5:00
"Sep 23, 2023",UFC Fight Night 228 - Fiziev vs. Gamrot,Bantamweight,Montserrat Rendon,135,195,Tamires Vidal,134,-238,Decision (Split),3,5:00
"Sep 16, 2023",UFC Fight Night 227 - Grasso vs. Shevchenko 2,Flyweight Title Fight,Alexa Grasso,124.5,140,Valentina Shevchenko,124.5,-166,Draw (Split),5,5:00
"Sep 16, 2023",UFC Fight Night 227 - Grasso vs. Shevchenko 2,Welterweight,Jack Della Maddalena,171,-148,Kevin Holland,170.5,124,Decision (Split),3,5:00
"Sep 16, 2023",UFC Fight Night 227 - Grasso vs. Shevchenko 2,Bantamweight,Raul Rosas Jr.,135,-575,Terrence Mitchell,135.5,425,TKO (Punches),1,0:54
"Sep 16, 2023",UFC Fight Night 227 - Grasso vs. Shevchenko 2,Lightweight,Daniel Zellhuber,156,-270,Christos Giagos,156,220,Submission (Anaconda Choke),2,3:26
"Sep 16, 2023",UFC Fight Night 227 - Grasso vs. Shevchenko 2,Featherweight,Kyle Nelson,146,210,Fernando Padilla,145.5,-258,Decision (Unanimous),3,5:00
"Sep 16, 2023",UFC Fight Night 227 - Grasso vs. Shevchenko 2,Strawweight,Lupita Godinez,116,-410,Elise Reed,115.5,320,Submission (Rear-Naked Choke),2,3:30
"Sep 16, 2023",UFC Fight Night 227 - Grasso vs. Shevchenko 2,Middleweight,Roman Kopylov,185.5,-355,Josh Fremd,185.5,280,KO (Punch to the Body),2,4:44
"Sep 16, 2023",UFC Fight Night 227 - Grasso vs. Shevchenko 2,Flyweight,Edgar Chairez,126,-250,Daniel Lacerda,125.5,200,No Contest (Premature Stoppage),1,3:47
"Sep 16, 2023",UFC Fight Night 227 - Grasso vs. Shevchenko 2,Flyweight,Tracy Cortez,126,-120,Jasmine Jasudavicius,125.5,100,Decision (Unanimous),3,5:00
"Sep 16, 2023",UFC Fight Night 227 - Grasso vs. Shevchenko 2,Lightweight,Charlie Campbell,155,-400,Alex Reyes,155.5,300,TKO (Punches),1,3:38
